#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="96.8",engine_hours="96.8"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,Flaps,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2021-09-26,12:12:29,19:12:29,-07:00,+38.4765407,-121.7818571,1982,3DDiff (SFD1),69149.4,65.3,171,9,-54,4.32,,2.0,8,1889,1943,853,100.2,104,,,-0.050,0.981,-0.077,+0.015,165,,,,29.99,,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.3,20.8,2987,,,081081F8 A20 A20,22,,,,,157,19,20,31.8,85,2540,23.8,14.2,17,16,11.4,-3,-14,0,0.01,0.01,392,389,384,387,1300,1285,1275,1285,0,74,,,76
2021-09-26,12:12:30,19:12:30,-07:00,+38.4762265,-121.7817915,1991,3DDiff (SFD1),69150.1,94.4,171,9,-54,4.23,,2.0,8,1897,1950,782,100.8,105,,,-0.030,0.984,-0.076,+0.031,165,,,,29.99,,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.3,20.8,2994,,,081081F8 A21 A21,23,,L+,,,158,19,20,31.7,85,2540,23.8,14.2,17,16,11.4,-3,-14,0,0.01,0.01,392,389,384,388,1300,1285,1275,1285,0,74,,,76
2021-09-26,12:12:31,19:12:31,-07:00,+38.4757427,-121.7816873,2005,3DDiff (SFD1),69151.1,104.2,170,9,-54,4.22,,2.0,8,1907,1960,735,100.4,105,,,-0.053,0.976,-0.075,+0.012,165,,,,29.99,,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.3,20.8,3006,,,081081F8 A24 A24,22,,,1200,ALT,158,19,20,31.7,85,2550,23.3,14.2,17,16,11.5,-3,-14,0,0.01,0.01,392,390,384,388,1300,1285,1275,1285,0,73,,,76
2021-09-26,12:12:32,19:12:32,-07:00,+38.4752585,-121.7815797,2019,3DDiff (SFD1),69152.1,105.9,170,9,-54,4.12,,2.0,8,1924,1973,849,100.3,105,,,-0.042,0.978,-0.075,+0.006,165,,,,29.99,,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.3,20.8,3021,,,081081F8 A27 A27,27,,,1200,ALT,158,19,20,32.0,85,2550,23.6,14.2,17,16,11.6,-3,-14,0,0.01,0.01,392,390,384,388,1300,1285,1275,1285,0,73,,,76
2021-09-26,12:12:33,19:12:33,-07:00,+38.4747735,-121.7814680,2032,3DDiff (SFD1),69153.1,106.4,170,10,-54,4.14,,2.0,8,1937,1987,828,100.7,105,,,-0.058,0.972,-0.076,+0.007,165,,,,29.99,,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.3,20.8,3038,,,081001F8 A29 A29,26,,L+,1200,ALT,159,19,20,31.8,85,2550,23.4,14.2,16,16,11.7,-3,-14,0,0.01,0.01,392,390,384,388,1300,1285,1275,1285,0,73,,,76
2021-09-26,12:12:34,19:12:34,-07:00,+38.4742874,-121.7813509,2046,3DDiff (SFD1),69154.1,106.7,169,10,-54,3.87,,2.0,8,1950,2001,804,100.6,105,,,-0.036,0.955,-0.076,+0.008,165,2000,,,29.99,,GPS1,LOI,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.3,20.8,3054,,,040001F8 A31 A31,20,,,1200,ALT,159,19,20,31.9,85,2550,23.6,14.2,16,16,11.6,-3,-14,0,0.01,0.01,392,390,384,388,1300,1285,1275,1285,0,73,,,76
2021-09-26,12:12:35,19:12:35,-07:00,+38.4737956,-121.7812272,2058,3DDiff (SFD1),69155.1,107.0,169,11,-54,3.67,,2.0,8,1963,2014,818,101.5,106,,,-0.038,1.010,-0.077,+0.005,165,2000,,,29.99,,GPS1,LOI,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.3,20.8,3070,,,040001F8 A34 A34,24,,,1200,ALT,159,19,20,31.8,85,2550,23.4,14.2,17,16,11.5,-3,-14,0,0.01,0.01,392,390,385,388,1300,1285,1275,1285,0,73,,,76
2021-09-26,12:12:36,19:12:36,-07:00,+38.4733055,-121.7810536,2227,3D (PFD1),69174.2,107.4,168,11,-54,3.74,,2.0,8,1974,2026,698,101.9,107,,,-0.055,1.011,-0.078,+0.015,165,2000,,,29.99,126.600,GPS1,LOI,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.3,20.8,3084,,,040001F8 A36 A36,36,,,1200,ALT,159,19,20,31.9,85,2550,23.3,14.2,17,16,11.5,-3,-14,0,0.01,0.01,392,390,385,388,1300,1285,1275,1285,0,73,,,76
2021-09-26,12:12:37,19:12:37,-07:00,+38.4728113,-121.7809215,2227,3D (PFD1),69175.2,107.7,168,12,-54,3.84,,2.0,8,1985,2037,791,101.9,107,,,-0.054,1.011,-0.076,+0.030,165,2000,,,29.99,126.600,GPS1,LOI,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.3,20.8,3096,,,040001F8 A37 A37,31,,,1200,ALT,159,19,20,32.1,85,2550,23.7,14.2,17,16,11.5,-3,-14,0,0.01,0.01,392,390,385,388,1300,1285,1275,1285,0,73,,,76
