#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2C",product="GDU 460",software_version="8.71",system_id="60002EB05E7DB",unit="PFD1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,
2020-08-14,15:00:19,22:00:19,-07:00,+37.5103337,-122.4908982,172,3D-,511237.1,0.0,,0,0,0.01,,1.3,8,97,234,-5,0.0,0,,,-0.014,0.976,+1.073,,299,,,,30.07,,GPS,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.4,30.2,1867,,,081101F8 A28 A28,7,,,,,80,20,20,0.0,0,0,29.8,0.2,0,0,0.0,-23,-62,78,74,75,73,75,75,75,75,0,0,0,,
2020-08-14,15:00:20,22:00:20,-07:00,+37.5103829,-122.4908931,160,3D-,511238.0,0.0,,0,0,0.00,,1.3,8,97,234,-10,0.0,0,,,-0.013,0.975,+1.066,,299,,,,30.07,,GPS,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.4,30.2,1867,,,081101F8 A31 A31,6,,,,,80,20,20,0.0,0,0,29.8,0.2,0,0,0.0,-23,-62,78,74,75,73,75,75,75,75,0,0,0,ECS FAIL,
2020-08-14,15:00:21,22:00:21,-07:00,+37.5104013,-122.4908972,150,3D-,511239.0,0.0,,0,0,0.00,,1.3,8,97,234,-4,0.0,0,,,-0.015,0.975,+1.068,,299,,,,30.07,,GPS,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.4,30.2,1868,,,081101F8 A34 A34,7,,L+,1200,ALT,80,20,20,0.0,0,0,29.8,0.2,0,0,0.0,-23,-62,78,74,75,73,75,75,75,75,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-08-14,15:00:22,22:00:22,-07:00,+37.5104043,-122.4909028,145,3D-,511240.0,0.0,,0,0,0.00,,1.3,8,97,234,0,0.0,0,,,-0.013,0.972,+1.061,,299,,,,30.07,,GPS,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.4,30.2,1869,,,081101F8 A36 A36,6,,,1200,ALT,80,20,20,0.0,0,0,29.8,0.2,0,0,0.0,-23,-62,78,74,75,73,75,75,75,75,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-08-14,15:00:23,22:00:23,-07:00,+37.5104062,-122.4909039,142,3D-,511241.0,0.0,,0,0,-0.00,,1.3,8,97,234,-4,0.0,0,,,-0.013,0.976,+1.019,,299,,,,30.07,,GPS,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.4,30.3,1871,,,081101F8 A38 A38,9,,,1200,ALT,80,20,20,0.0,0,0,29.8,0.2,0,0,0.0,-23,-62,78,74,75,73,75,75,75,75,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-08-14,15:00:24,22:00:24,-07:00,+37.5104084,-122.4909014,140,3D-,511242.0,0.0,,0,0,-0.00,,1.3,8,97,234,-3,0.0,0,,,-0.011,0.976,+0.972,,299,,,,30.07,,GPS,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.4,30.3,1872,,,081101F8 A41 A41,9,,,1200,ALT,80,20,20,0.0,0,0,29.8,0.2,0,0,0.0,-23,-62,78,74,75,73,75,75,75,75,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-08-14,15:00:25,22:00:25,-07:00,+37.5104121,-122.4908988,138,3D-,511243.0,0.0,,0,0,-0.00,,1.7,8,97,234,4,0.0,0,,,-0.019,0.973,+0.947,,299,,,,30.07,,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,30.3,1873,,,081101F8 A44 A44,6,,,1200,ALT,80,20,20,0.0,0,0,29.8,0.2,0,0,0.0,-23,-62,78,74,75,73,75,75,75,75,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-08-14,15:00:26,22:00:26,-07:00,+37.5102905,-122.4909352,124,3D-,511244.0,0.0,,0,0,-0.01,,1.7,8,97,234,2,0.0,0,,,-0.010,0.977,+0.927,,299,,,,30.07,,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,30.3,1874,,,081101F8 A47 A47,10,,,1200,ALT,80,20,20,0.0,0,0,29.8,0.2,0,0,0.0,-23,-62,78,74,75,73,75,75,75,75,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-08-14,15:00:27,22:00:27,-07:00,+37.5102890,-122.4909324,125,3D-,511245.0,0.0,,0,0,0.00,,1.7,8,97,234,-5,0.0,0,,,-0.007,0.977,+0.901,,299,,,,30.07,,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,30.3,1875,,,081101F8 A50 A50,15,,,1200,ALT,80,20,20,0.0,0,0,29.8,0.2,0,0,0.0,-23,-62,78,74,75,74,75,75,75,75,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
