#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2C",product="GDU 460",software_version="8.71",system_id="60002EB05E7DB",unit="PFD1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,
2020-08-15,15:02:10,22:02:10,-07:00,+37.5106604,-122.4912808,100,3D-,597747.7,0.0,,0,0,0.00,,1.6,5,65,9,4,0.0,2,,,-0.014,0.980,+1.087,,109,,,,29.86,122.800,GPS,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.4,30.8,1892,,,081101F8 A30 A30,5,,,,,112,20,20,0.8,0,0,29.9,12.3,0,5,0.0,-39,-5,105,102,103,103,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-15,15:02:10,22:02:10,-07:00,+37.5106621,-122.4912849,101,3D-,597747.9,0.0,,0,0,0.00,,1.6,5,65,9,4,0.0,2,,,-0.015,0.979,+1.065,,109,,,,29.86,122.800,GPS,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.4,30.8,1892,,,081101F8 A31 A31,5,,,,,112,20,20,0.8,0,0,29.9,12.3,0,5,0.0,-39,-5,105,102,103,103,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-15,15:02:11,22:02:11,-07:00,+37.5106721,-122.4913050,105,3D,597748.9,0.0,,0,0,0.00,,1.6,5,65,9,1,0.0,1,,,-0.015,0.978,+0.947,,109,,,,29.86,122.800,GPS,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.4,30.8,1893,,,080001F8 A33 A33,6,,,1200,ALT,112,20,20,0.8,0,0,29.9,12.3,0,5,0.0,-39,-5,105,102,103,103,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-15,15:02:12,22:02:12,-07:00,+37.5106772,-122.4913145,107,3D,597749.8,0.0,,0,0,0.01,,1.6,5,65,9,4,0.0,1,,,-0.014,0.977,+0.885,,109,,,,29.86,122.800,GPS,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.4,30.8,1893,,,040001F8 A36 A36,7,,,1200,ALT,112,20,20,0.8,0,0,29.9,12.3,0,5,0.0,-39,-5,105,102,103,103,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-15,15:02:13,22:02:13,-07:00,+37.5106796,-122.4913168,108,3D,597750.8,0.0,,0,0,0.01,,1.6,5,65,9,2,0.8,2,,,-0.014,0.979,+0.838,,109,,,,29.86,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,30.8,1894,,,040001F8 A39 A39,6,,,1200,ALT,112,20,20,0.8,0,0,29.9,12.3,0,5,0.0,-39,-5,105,102,103,103,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-15,15:02:14,22:02:14,-07:00,+37.5106813,-122.4913203,108,3D,597751.9,0.0,,0,0,0.01,,1.6,5,66,9,5,2.5,3,,,-0.013,0.979,+0.775,,109,,,,29.86,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,30.8,1895,,,040001F8 A42 A42,6,,,1200,ALT,112,20,20,0.8,0,0,29.9,12.3,0,5,0.0,-39,-5,105,102,103,103,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-15,15:02:15,22:02:15,-07:00,+37.5106802,-122.4913217,111,3D,597752.8,0.0,,0,0,0.01,,1.6,5,66,9,5,4.8,5,,,-0.012,0.979,+0.669,,109,,,,29.86,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,30.8,1896,,,040001F8 A45 A45,6,,,1200,ALT,112,20,20,0.8,0,0,29.9,12.3,0,5,0.0,-39,-5,105,102,103,103,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-15,15:02:16,22:02:16,-07:00,+37.5106812,-122.4913234,112,3D-,597753.8,0.0,,0,0,0.00,,1.6,5,66,9,10,-0.1,0,,,-0.014,0.981,+0.600,,109,,,,29.86,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,30.8,1896,,,040001F8 A48 A48,7,,,1200,ALT,112,20,20,0.8,0,0,29.9,12.3,0,5,0.0,-39,-5,105,102,103,103,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-15,15:02:17,22:02:17,-07:00,+37.5106823,-122.4913251,112,3D-,597754.8,0.0,,0,0,0.00,,1.6,5,66,9,7,3.7,3,,,-0.015,0.980,+0.618,,109,,,,29.86,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,30.8,1897,,,020001F8 A48 A48,10,,,1200,ALT,112,20,20,0.8,0,0,29.9,12.3,0,5,0.0,-39,-5,105,102,104,103,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,
