#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2D",product="GDU 460",software_version="8.72",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="40.7",engine_hours="40.7"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2020-10-31,13:46:58,20:46:58,-07:00,+37.5103062,-122.4909810,56,3DDiff (GPSR1),593217.8,4.0,,-1,-1,-0.46,215.7,1.5,12,-104,-3,-17,6.9,6,10.73,0.52,0.005,0.970,-0.210,,300,,,,30.03,122.800,GPS,17CL,27.4,158,158,-0.003,-0.00,7595,1.25nm,,,,,,,,,,,,,,,,,-13.2,15.4,-78,,,020007FF N100 N100,31,,,1200,ALT,60,13,16,30.9,78,1180,14.0,14.3,24,16,3.0,-19,4,79,73,80,77,1000,1015,990,1010,0,0,21,,,61
2020-10-31,13:46:58,20:46:58,-07:00,+37.5103062,-122.4909810,56,3DDiff (GPSR1),593217.8,4.0,,-1,-1,-0.46,215.7,1.5,12,-104,-3,-17,6.9,6,10.73,0.52,0.005,0.970,-0.210,,300,,,,30.03,122.800,GPS,17CL,27.4,158,158,-0.003,-0.00,7595,1.25nm,,,,,,,,,,,,,,,,,-13.2,15.4,-78,,,020007FF N100 N100,31,,,1200,ALT,60,13,16,30.9,78,1180,14.0,14.3,24,16,3.0,-19,4,79,73,80,77,1000,1015,990,1010,0,0,21,,,61
2020-10-31,13:46:58,20:46:58,-07:00,+37.5103057,-122.4909817,56,3DDiff (GPSR1),593217.8,4.0,,-1,-1,-0.46,215.7,1.5,12,-104,-3,-19,6.9,6,10.73,0.51,0.013,0.983,-0.201,,300,,,,30.03,122.800,GPS,17CL,27.4,158,158,-0.003,-0.00,7595,1.25nm,,,,,,,,,,,,,,,,,-13.2,15.4,-79,,,020007FF N100 N100,32,,,1200,ALT,60,13,16,30.9,78,1180,14.0,14.3,24,16,3.0,-19,4,79,73,80,77,1000,1015,990,1010,0,0,21,,,61
2020-10-31,13:46:59,20:46:59,-07:00,+37.5102932,-122.4909965,57,3DDiff (GPSR1),593218.8,4.1,,-1,-1,-0.04,215.2,1.5,12,-106,-4,-37,5.6,5,10.47,0.60,-0.015,0.978,+0.068,,300,,,,30.03,122.800,GPS,17CL,27.4,158,158,-0.004,-0.00,7595,1.25nm,,,,,,,,,,,,,,,,,-13.2,15.4,-81,,,040007FF N100 N100,36,,,1200,ALT,60,13,16,30.9,78,1090,13.4,14.3,24,16,2.8,-19,4,81,75,82,79,1000,1020,995,1010,0,0,19,,,61
2020-10-31,13:47:00,20:47:00,-07:00,+37.5102802,-122.4910075,48,3DDiff (GPSR1),593219.8,4.0,,-1,-1,-0.05,214.9,2.1,11,-106,-5,-45,3.2,4,10.41,0.60,0.010,0.985,+0.395,,300,,,,30.03,122.800,GPS,17CL,27.4,158,158,-0.005,-0.00,7595,1.25nm,,,,,,,,,,,,,,,,,-13.2,15.4,-83,,,020007FF N100 N100,45,,,1200,ALT,60,13,16,30.7,78,1070,13.4,14.3,23,16,2.7,-19,4,82,76,83,80,1000,1020,995,1010,0,0,18,,,61
2020-10-31,13:47:01,20:47:01,-07:00,+37.5102701,-122.4910454,84,3DDiff (GPSR1),593220.8,4.0,,-1,-1,0.03,214.5,1.4,13,-105,-5,-3,2.9,4,10.47,0.78,-0.001,0.977,+0.554,,300,,,,30.03,122.800,GPS,17CL,27.4,158,158,-0.007,-0.01,7595,1.25nm,,,,,,,,,,,,,,,,,-13.2,15.4,-84,,,040007FF N100 N100,44,,,1200,ALT,60,13,16,30.5,78,1070,13.3,14.3,23,16,2.6,-19,4,83,77,84,81,1000,1015,995,1010,0,0,18,,,61
2020-10-31,13:47:02,20:47:02,-07:00,+37.5102575,-122.4910609,86,3DDiff (GPSR1),593221.8,3.8,,-1,-1,-0.16,214.1,1.5,12,-105,-5,-9,2.3,3,10.49,0.80,-0.007,0.978,+0.400,,300,,,,30.03,122.800,GPS,17CL,27.4,158,158,-0.007,-0.01,7595,1.25nm,,,,,,,,,,,,,,,,,-13.2,15.4,-84,,,040007FF N100 N100,22,,,1200,ALT,60,13,16,30.5,78,1070,13.3,14.3,23,16,2.5,-19,4,85,78,86,82,1000,1010,995,1010,0,0,18,,,61
2020-10-31,13:47:03,20:47:03,-07:00,+37.5102460,-122.4910702,83,3DDiff (GPSR1),593222.8,3.2,,-1,-1,-0.67,213.3,1.4,13,-106,-5,-8,2.1,3,10.51,0.72,-0.022,0.988,+0.214,,300,,,,30.03,122.800,GPS,17CL,27.4,158,158,-0.008,-0.01,7595,1.25nm,,,,,,,,,,,,,,,,,-13.2,15.4,-86,,,040007FF N100 N99,25,,,1200,ALT,60,13,16,30.6,78,1070,13.2,14.3,23,16,2.5,-19,4,86,79,87,83,1000,1010,995,1010,0,0,18,,,61
2020-10-31,13:47:04,20:47:04,-07:00,+37.5102399,-122.4910627,62,3DDiff (GPSR1),593223.8,2.1,,-1,-1,-0.25,212.7,1.4,13,-107,-6,-22,0.7,2,10.50,0.75,-0.029,0.978,+0.022,,300,,,,30.03,122.800,GPS,17CL,27.4,158,158,-0.008,-0.01,7595,1.25nm,,,,,,,,,,,,,,,,,-13.2,15.4,-87,,,040007FF N100 N100,29,,,1200,ALT,60,13,16,30.7,78,1070,13.2,14.3,23,16,2.5,-19,4,87,80,88,85,995,1010,990,1010,0,0,17,,,61
