#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="79.1",engine_hours="79.1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-07-09,10:41:21,17:41:21,-07:00,+37.5103766,-122.4908996,49,3DDiff (GPSR1),495680.6,0.0,,0,0,0.01,219.2,1.8,11,-3,51,6,2.4,3,10.39,0.79,0.005,0.974,+0.954,,300,,,,29.98,,GPS,,,,,,,,,,,,,,Fail/Servo communication fault,,,,,,,,,,,,-13.2,18.0,348,,,040007FF N100 N100,26,,,,,62,15,17,19.3,78,1140,13.9,14.3,21,14,0.4,-7,-17,81,74,78,75,995,990,980,990,0,0,2,,,70
2021-07-09,10:41:21,17:41:21,-07:00,+37.5103766,-122.4908996,49,3DDiff (GPSR1),495681.4,0.0,,0,0,0.00,219.2,1.8,11,-3,51,6,2.4,3,10.28,0.74,-0.009,0.980,+0.964,,300,,,,29.98,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,18.0,347,,,040007FF N100 N100,25,,L+,,,62,15,17,18.2,78,1140,13.9,14.3,22,14,0.6,-7,-17,82,75,79,76,1000,995,980,995,0,0,3,,,70
2021-07-09,10:41:22,17:41:22,-07:00,+37.5103763,-122.4908982,50,3DDiff (GPSR1),495682.4,0.0,,0,0,0.00,219.1,1.8,11,-3,51,19,2.3,3,10.21,0.61,-0.017,0.977,+0.866,,300,,,,29.98,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,18.0,346,,,040007FF N100 N100,24,,,1200,ALT,62,15,17,15.3,78,1150,13.8,14.3,22,14,0.6,-7,-17,83,76,80,77,1005,1000,985,1000,0,0,5,,,70
2021-07-09,10:41:23,17:41:23,-07:00,+37.5103769,-122.4908988,50,3DDiff (GPSR1),495683.4,0.0,,0,0,0.01,219.1,1.8,11,-2,52,20,3.7,4,10.29,0.59,-0.027,1.006,+0.991,,300,,,,29.98,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,18.0,346,,,040007FF N100 N100,24,,,1200,ALT,62,15,17,12.0,79,1150,13.7,14.3,22,15,0.5,-7,-17,85,77,82,78,1005,1005,990,1005,0,0,5,,,70
2021-07-09,10:41:24,17:41:24,-07:00,+37.5103769,-122.4908988,51,3DDiff (GPSR1),495684.4,0.0,,0,0,0.00,219.0,1.8,11,-3,52,-6,2.8,3,10.25,0.80,-0.012,0.981,+1.251,,300,,,,29.98,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,18.0,345,,,040007FF N100 N100,20,,,1200,ALT,62,15,17,8.2,79,1040,13.9,14.3,22,15,0.3,-7,-17,86,78,83,80,1055,1040,1005,1025,0,0,4,,,70
2021-07-09,10:41:25,17:41:25,-07:00,+37.5103772,-122.4908988,51,3DDiff (GPSR1),495685.4,0.0,,0,0,0.00,219.0,1.8,11,-4,51,-39,1.5,3,10.39,0.77,-0.050,0.993,+1.498,,300,,,,29.98,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.9,344,,,040007FF N100 N100,58,,,1200,ALT,62,15,17,6.1,79,680,15.9,14.3,22,15,0.2,-7,-17,87,79,84,81,970,955,905,925,0,0,3,,,70
2021-07-09,10:41:26,17:41:26,-07:00,+37.5103772,-122.4908988,51,3DDiff (GPSR1),495686.4,0.0,,0,0,0.00,219.0,1.8,11,-5,50,-48,0.4,1,10.40,0.77,-0.055,0.974,+1.492,,300,1000,,,29.98,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.9,341,,,040007FF N100 N100,108,,,1200,ALT,62,15,17,4.7,76,360,20.3,14.1,20,16,0.1,-7,-17,88,80,85,82,890,880,825,845,0,0,2,FUEL PRESS,,70
2021-07-09,10:41:27,17:41:27,-07:00,+37.5103772,-122.4908982,51,3DDiff (GPSR1),495687.4,0.0,,0,0,0.00,219.1,1.8,11,-6,49,-30,0.0,0,10.43,0.79,-0.018,0.972,+1.159,,300,1000,,,29.98,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.9,339,,,040007FF N100 N100,38,,,1200,ALT,62,15,17,4.4,71,200,24.2,13.4,12,16,0.1,-7,-17,88,81,85,83,845,825,775,795,0,0,1,FUEL PRESS,,70
2021-07-09,10:41:28,17:41:28,-07:00,+37.5103763,-122.4908993,51,3DDiff (GPSR1),495688.4,0.0,,0,0,-0.01,219.2,1.8,11,-5,49,-17,-0.0,0,10.45,0.70,-0.039,0.971,+0.917,,300,1000,,,29.98,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.9,338,,,040007FF N100 N100,96,,,1200,ALT,62,15,17,5.9,65,190,26.6,13.0,7,15,0.2,-7,-17,89,81,86,83,815,800,755,760,0,0,1,FUEL PRESS,,70
