#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2D",product="GDU 460",software_version="8.72",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="30.5",engine_hours="30.5"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2020-09-27,10:08:54,17:08:54,-07:00,+37.5103112,-122.4909752,43,3D (GPSR1),61734.0,3.0,,-1,-1,0.00,213.9,2.0,11,29,37,-2,0.0,1,10.61,0.60,0.005,0.965,-0.416,,300,,,,29.93,122.800,GPS,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,17.4,320,,,020007FF N100 N100,44,,,1200,ALT,61,18,20,23.8,74,900,13.9,14.4,13,4,3.3,-7,24,81,72,78,77,930,955,970,935,0,0,16,,,59
2020-09-27,10:08:54,17:08:54,-07:00,+37.5103112,-122.4909752,43,3D (GPSR1),61734.0,3.0,,-1,-1,0.00,213.9,2.0,11,29,37,-2,0.0,1,10.61,0.60,0.005,0.965,-0.416,,300,,,,29.93,122.800,GPS,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,17.4,320,,,020007FF N100 N100,44,,,1200,ALT,61,18,20,23.8,74,900,13.9,14.4,13,4,3.3,-7,24,81,72,78,77,930,955,970,935,0,0,16,,,59
2020-09-27,10:08:54,17:08:54,-07:00,+37.5103096,-122.4909770,43,3D (GPSR1),61734.1,3.0,,-1,-1,-0.01,214.0,2.0,11,29,37,-3,-0.0,1,10.65,0.69,-0.029,0.967,-0.369,,300,,,,29.93,122.800,GPS,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,17.4,320,,,020007FF N100 N100,44,,,1200,ALT,61,18,20,23.9,74,900,13.9,14.4,13,4,3.3,-7,24,81,72,78,77,930,955,970,935,0,0,16,,,59
2020-09-27,10:08:55,17:08:55,-07:00,+37.5102976,-122.4909907,43,3D (GPSR1),61735.1,3.4,,-1,-1,-0.02,214.6,2.0,11,30,37,8,-0.0,0,10.49,0.62,-0.013,1.016,-0.007,,300,,,,29.93,122.800,GPS,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,17.4,319,,,040007FF N100 N100,59,,,1200,ALT,61,18,20,24.1,74,900,13.8,14.4,13,4,3.3,-7,24,82,73,79,78,930,960,970,935,0,0,15,,,59
2020-09-27,10:08:56,17:08:56,-07:00,+37.5102856,-122.4910052,43,3D (GPSR1),61736.1,3.5,,-1,-1,-0.01,215.2,2.0,11,29,37,-21,-0.0,0,10.45,0.69,-0.008,0.955,+0.316,,300,,,,29.93,122.800,GPS,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,17.4,317,,,040007FF N100 N100,56,,,1200,ALT,61,18,20,24.4,74,900,13.7,14.4,13,4,3.3,-7,24,83,74,80,79,925,960,980,935,0,0,15,,,59
2020-09-27,10:08:57,17:08:57,-07:00,+37.5102723,-122.4910190,41,3D (GPSR1),61737.1,3.5,,-1,-1,-0.01,215.5,2.0,11,28,37,-8,0.0,0,10.23,0.89,-0.008,0.963,+0.597,,300,,,,29.93,122.800,GPS,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,17.4,316,,,040007FF N100 N100,38,,,1200,ALT,61,18,20,24.5,74,900,13.7,14.4,12,4,3.3,-7,24,84,75,81,80,925,960,980,935,0,0,15,,,59
2020-09-27,10:08:58,17:08:58,-07:00,+37.5102618,-122.4910326,42,3D (GPSR1),61738.1,3.3,,-1,-1,-0.01,215.9,2.0,11,29,37,-2,0.0,0,10.22,1.02,-0.018,0.974,+0.833,,300,,,,29.93,122.800,GPS,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,17.4,314,,,040007FF N100 N100,45,,,1200,ALT,61,18,20,24.7,74,900,13.7,14.4,12,4,3.3,-7,24,85,76,82,81,925,960,980,940,0,0,15,,,59
2020-09-27,10:08:59,17:08:59,-07:00,+37.5102523,-122.4910436,40,3D (GPSR1),61739.1,3.0,,-1,-1,-0.01,215.9,2.0,11,28,37,-9,0.0,0,10.24,1.09,-0.013,0.991,+0.941,,300,,,,29.93,122.800,GPS,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,17.3,312,,,040007FF N100 N100,30,,,1200,ALT,61,18,20,25.0,74,890,13.9,14.4,12,4,3.3,-7,24,87,77,83,82,930,960,980,940,0,0,15,,,59
2020-09-27,10:09:00,17:09:00,-07:00,+37.5102434,-122.4910541,40,3D (GPSR1),61740.1,2.7,,-1,-1,0.00,216.0,2.0,11,28,37,-25,0.0,0,10.30,1.15,-0.022,0.981,+0.955,,300,,,,29.93,122.800,GPS,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,17.3,311,,,040007FF N100 N100,32,,,1200,ALT,61,18,20,25.1,74,880,14.1,14.4,12,4,3.3,-7,24,88,78,84,83,930,960,980,945,0,0,15,,,59
