#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2L",product="GDU 460",software_version="9.00",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="151.8",engine_hours="151.8"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),AP Roll Trim Motor,AP Pitch Trim Motor,Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,FP,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,,,MagVar,OAT,AltD,AGL,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2022-03-12,14:33:10,22:33:10,-08:00,+36.8884773,-121.4031198,214,3D (SFD1),599590.4,0.1,,0,-0,-0.04,,1.5,7,1,294,-1,0.0,0,,,-0.008,0.978,+0.958,,304,,,,30.24,123.000,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,,,-12.9,23.8,1021,,,,081001F8 A32 A32,6,,,,,129,8,13,0.2,0,0,29.7,12.3,0,6,0.0,-32,6,,0.01,0.01,109,112,113,117,95,100,100,105,0,0,FUEL PRESS / OIL PRESS,,101
2022-03-12,14:33:10,22:33:10,-08:00,+36.8884773,-121.4031198,214,3D (SFD1),599590.4,0.1,,0,-0,-0.04,,1.5,7,1,294,-1,0.0,0,,,-0.008,0.978,+0.958,,304,,,,30.24,123.000,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,,,-12.9,23.8,1021,,,,081001F8 A32 A32,6,,,,,129,8,13,0.2,0,0,29.7,12.3,0,6,0.0,-32,6,,0.01,0.01,109,112,113,117,95,100,100,105,0,0,FUEL PRESS / OIL PRESS,,101
2022-03-12,14:33:11,22:33:11,-08:00,+36.8884893,-121.4031491,208,3D (SFD1),599590.9,0.1,,0,-0,-0.04,,1.5,7,1,294,-6,0.0,0,,,-0.007,0.976,+0.946,,304,,,,30.24,123.000,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,,,-12.9,23.8,1021,,,,081001F8 A33 A33,9,,,,,129,8,13,0.2,0,0,29.7,12.3,0,6,0.0,-29,6,,0.01,0.01,109,112,113,117,95,100,100,105,0,0,FUEL PRESS / OIL PRESS,,101
2022-03-12,14:33:12,22:33:12,-08:00,+36.8884952,-121.4031973,203,3D (SFD1),599591.9,0.1,,0,-0,0.04,,1.5,7,1,294,-3,0.0,0,,,-0.005,0.977,+0.915,,304,,,,30.24,123.000,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,,,-12.9,23.8,1021,,,,081001F8 A35 A35,9,,,1200,ALT,129,8,13,0.2,0,0,29.7,12.3,0,7,0.0,-22,6,,0.01,0.01,109,112,113,117,95,100,100,105,0,0,FUEL PRESS / OIL PRESS,,101
2022-03-12,14:33:13,22:33:13,-08:00,+36.8885004,-121.4032090,209,3D (SFD1),599592.9,0.1,,0,-0,-0.00,,1.5,7,0,294,-6,0.0,0,,,-0.007,0.975,+0.879,,304,,,,30.24,123.000,GPS1,,,,,,,,,ENR,,,,,Fail / Servo communication fault / 00000001 00000000,,,,,,,,,,,,,,-12.9,23.8,1020,,,,081101F8 A38 A38,6,,,1200,ALT,129,8,13,0.2,0,0,29.7,12.3,0,7,0.0,-14,6,0.94,0.01,0.01,109,112,113,117,95,100,100,105,0,0,FUEL PRESS / OIL PRESS,,101
2022-03-12,14:33:14,22:33:14,-08:00,+36.8885179,-121.4031992,201,3D (SFD1),599593.9,0.1,,0,-0,-0.06,,1.5,7,0,294,-7,0.0,0,,,-0.005,0.976,+0.870,,304,,,,30.24,123.000,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,,-12.9,23.8,1020,,,,081101F8 A41 A41,9,,,1200,ALT,129,8,13,0.2,0,0,29.7,12.3,0,7,0.0,-9,6,0.84,0.01,0.01,109,112,113,117,95,100,100,105,0,0,FUEL PRESS / OIL PRESS,,101
2022-03-12,14:33:15,22:33:15,-08:00,+36.8885197,-121.4031914,192,3D (SFD1),599594.9,0.1,,0,-0,0.02,,1.5,7,0,294,-5,0.0,0,,,-0.006,0.976,+0.884,,304,,,,30.24,123.000,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,,-12.9,23.8,1020,,,,081101F8 A44 A44,7,,,1200,ALT,129,8,13,0.2,0,0,29.7,12.3,0,7,0.0,-9,6,0.69,0.01,0.01,109,112,113,117,95,100,100,105,0,0,FUEL PRESS / OIL PRESS,,101
2022-03-12,14:33:16,22:33:16,-08:00,+36.8884952,-121.4031610,195,3D (SFD1),599595.9,0.1,,0,-0,0.03,,1.5,7,0,294,-3,0.0,0,,,-0.003,0.979,+0.931,,304,,,,30.24,123.000,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,,-12.9,23.8,1021,,,,081101F8 A46 A46,5,,,1200,ALT,129,8,13,0.2,0,0,29.7,12.3,0,7,0.0,-9,6,0.52,0.01,0.01,109,112,113,117,95,100,100,105,0,0,FUEL PRESS / OIL PRESS,,101
2022-03-12,14:33:17,22:33:17,-08:00,+36.8884083,-121.4030741,195,3D,599615.0,0.0,,0,0,-0.00,,1.6,6,0,294,-2,0.0,0,,,-0.010,0.972,+0.981,,304,,,,30.24,123.000,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,,-12.9,23.8,1021,,,,040001F8 A49 A49,8,,,1200,ALT,129,8,13,0.2,0,0,29.7,12.3,0,7,0.0,-9,6,0.34,0.01,0.01,109,112,113,117,95,100,100,105,0,0,FUEL PRESS / OIL PRESS,,101
2022-03-12,14:33:18,22:33:18,-08:00,+36.8884044,-121.4030678,199,3D,599616.0,0.0,,0,0,0.00,,1.6,6,0,294,-4,0.0,0,,,0.024,0.978,+1.037,,304,,,,30.24,123.000,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,,-12.9,23.8,1021,,,,040001F8 A52 A52,21,,,1200,ALT,129,8,13,0.2,0,0,29.7,12.3,0,7,0.0,-9,6,0.18,0.01,0.01,109,112,113,117,95,100,100,105,0,0,FUEL PRESS / OIL PRESS,,101
