#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="85.8",engine_hours="85.8"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Temp1 (deg F),Temp2 (deg F),Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,,,E1 FFlow,PTrim,RTrim,Flaps,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2021-08-28,14:38:01,21:38:01,-07:00,+37.5103307,-122.4909485,30,3D (SFD1),596281.5,0.1,,0,0,0.07,,1.3,8,169,47,8,0.3,2,,,-0.004,0.977,+0.613,,302,,,,29.79,122.800,GPS1,,,,,,,,,ENR,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,23.0,1136,,,081101F8 A44 A44,7,,,1200,ALT,72,21,20,16.3,0,0,29.6,12.2,0,9,84,,2.5,-58,-24,0,0.01,0.01,68,65,66,65,65,65,65,65,0,0,OIL PRESS,,72
2021-08-28,14:38:02,21:38:02,-07:00,+37.5103347,-122.4909467,25,3D (SFD1),596282.4,0.1,,0,0,-0.08,,1.3,8,169,47,10,0.6,2,,,-0.006,0.976,+0.510,,302,,,,29.79,122.800,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.0,1136,,,081101F8 A47 A47,6,,,1200,ALT,72,21,20,12.0,0,0,29.6,12.2,0,9,85,,2.7,-58,-24,0,0.01,0.01,68,65,66,65,65,65,65,65,0,0,OIL PRESS,,72
2021-08-28,14:38:03,21:38:03,-07:00,+37.5103269,-122.4909458,22,3D (SFD1),596283.4,0.1,,0,0,-0.01,,1.3,8,169,47,2,-0.1,2,,,-0.007,0.977,+0.375,,302,,,,29.79,122.800,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.0,1136,,,081101F8 A49 A49,6,,,1200,ALT,72,21,20,8.2,0,0,29.6,12.2,0,9,85,,2.4,-58,-24,0,0.01,0.01,68,65,66,65,65,65,65,65,0,0,OIL PRESS,,72
2021-08-28,14:38:04,21:38:04,-07:00,+37.5103225,-122.4909475,22,3D (SFD1),596284.4,0.1,,0,0,-0.02,,1.3,8,169,47,-6,0.0,1,,,-0.006,0.975,+0.236,,302,,,,29.79,122.800,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.0,1136,,,081101F8 A52 A52,7,,,1200,ALT,72,21,20,5.7,0,0,29.6,12.2,0,9,85,,2.0,-58,-24,0,0.01,0.01,68,65,66,65,65,65,65,65,0,0,OIL PRESS,,72
2021-08-28,14:38:05,21:38:05,-07:00,+37.5103211,-122.4909496,21,3D (SFD1),596285.4,0.1,,0,0,0.03,,1.3,8,168,47,-14,-0.0,0,,,-0.005,0.976,+0.257,,302,,,,29.79,122.800,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.0,1135,,,081101F8 A55 A55,10,,,1200,ALT,72,21,20,4.6,0,0,29.6,12.2,0,9,86,,1.4,-58,-24,0,0.01,0.01,68,65,66,65,65,65,65,65,0,0,FUEL PRESS/OIL PRESS,,72
2021-08-28,14:38:06,21:38:06,-07:00,+37.5103232,-122.4909495,18,3D (SFD1),596286.4,0.1,,0,0,0.07,,1.9,8,168,47,-14,0.0,0,,,-0.008,0.976,+0.323,,302,,,,29.79,122.800,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.0,1135,,,081101F8 A58 A58,22,,,1200,ALT,72,21,20,4.0,0,0,29.6,12.2,0,8,86,,0.9,-58,-24,0,0.01,0.01,68,65,66,65,65,65,65,65,0,0,FUEL PRESS/OIL PRESS,,72
2021-08-28,14:38:07,21:38:07,-07:00,+37.5103181,-122.4909378,19,3D (SFD1),596287.4,0.1,,0,0,-0.01,,1.3,8,168,47,-7,0.0,1,,,-0.007,0.976,+0.470,,302,,,,29.79,122.800,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.0,1134,,,081101F8 A61 A61,6,,,1200,ALT,72,21,20,3.7,0,0,29.6,12.2,0,7,87,,0.6,-58,-24,0,0.01,0.01,69,65,66,65,65,65,65,65,0,0,FUEL PRESS/OIL PRESS,,72
2021-08-28,14:38:08,21:38:08,-07:00,+37.5103166,-122.4909365,16,3D (SFD1),596288.4,0.1,,0,0,0.09,,1.3,8,168,46,-6,-0.0,1,,,-0.005,0.976,+0.628,,302,,,,29.79,122.800,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.0,1134,,,081101F8 A62 A62,6,,,1200,ALT,72,21,20,3.6,0,0,29.6,12.3,0,7,87,,0.4,-58,-24,0,0.01,0.01,69,65,66,65,65,65,65,65,0,0,FUEL PRESS/OIL PRESS,,72
2021-08-28,14:38:09,21:38:09,-07:00,+37.5103147,-122.4909298,12,3D (SFD1),596289.4,0.1,,0,0,-0.05,,1.3,8,168,46,1,-0.0,0,,,-0.006,0.976,+0.691,,302,,,,29.79,122.800,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.0,1134,,,081101F8 A65 A65,5,,,1200,ALT,72,21,20,3.6,0,0,29.6,12.3,0,6,87,,0.2,-58,-24,0,0.01,0.01,69,65,66,65,65,65,65,65,0,0,FUEL PRESS/OIL PRESS,,72
