#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2D",product="GDU 460",software_version="8.72",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="36.7",engine_hours="36.7"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2020-10-23,16:18:19,23:18:19,-07:00,+37.5103804,-122.4908817,74,3D,515917.4,0.0,,0,0,-0.06,,1.7,7,-14,-15,-3,0.0,0,,,-0.010,0.977,+1.025,,152,,,,29.92,122.800,GPS,17CL,27.4,158,158,-0.005,-0.00,7595,1.25nm,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,19.1,469,,,081101F8 A95 A95,6,,,1200,ALT,68,19,18,0.0,0,0,29.8,12.4,0,4,0.0,-4,20,64,61,62,61,60,60,60,60,0,0,0,FUEL PRESS/OIL PRESS,,60
2020-10-23,16:18:20,23:18:20,-07:00,+37.5103673,-122.4908928,75,3D,515917.9,0.0,,0,0,0.00,,2.0,7,-14,-15,6,0.0,0,,,-0.008,0.977,+1.080,,152,,,,29.92,122.800,GPS,17CL,27.4,158,158,-0.006,-0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,19.1,469,,,040001F8 A97 A97,6,,,1200,ALT,68,19,18,0.0,0,0,29.8,12.4,0,4,0.0,-4,20,64,61,62,61,60,60,60,60,0,0,0,FUEL PRESS/OIL PRESS,,60
2020-10-23,16:18:21,23:18:21,-07:00,+37.5103511,-122.4909024,76,3D,515918.9,0.0,,0,0,0.00,216.5,1.7,7,-14,-15,-0,0.0,0,10.37,0.48,-0.006,0.979,+1.107,,152,,,,29.92,122.800,GPS,17CL,27.4,158,158,-0.007,-0.01,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,19.1,469,,,040007FF D2 D2,7,,,1200,ALT,68,19,18,0.0,0,0,29.8,12.4,0,4,0.0,-4,20,64,61,62,61,60,60,60,60,0,0,0,FUEL PRESS/OIL PRESS,,60
2020-10-23,16:18:22,23:18:22,-07:00,+37.5103480,-122.4909090,73,3D,515919.9,0.0,,0,0,0.00,216.5,1.7,7,-14,-15,-1,0.0,0,10.41,0.54,-0.006,0.976,+1.084,,152,,,,29.92,122.800,GPS,17CL,27.4,158,158,-0.007,-0.01,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,19.1,470,,,040007FF D14 D14,8,,,1200,ALT,68,19,18,0.0,0,0,29.8,12.4,0,4,0.0,-4,20,64,61,62,61,60,60,60,60,0,0,0,FUEL PRESS/OIL PRESS,,60
2020-10-23,16:18:23,23:18:23,-07:00,+37.5103397,-122.4909171,72,3D,515920.9,0.0,,0,0,0.00,216.4,1.7,7,-14,-15,0,0.0,0,10.38,0.56,-0.010,0.972,+1.024,,152,,,,29.92,122.800,GPS,17CL,27.4,158,158,-0.007,-0.01,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,19.1,470,,,040007FF D24 D24,7,,,1200,ALT,68,19,18,0.0,0,0,29.8,12.4,0,4,0.0,-4,20,64,61,62,61,60,60,60,60,0,0,0,FUEL PRESS/OIL PRESS,,60
2020-10-23,16:18:24,23:18:24,-07:00,+37.5103315,-122.4909255,72,3D,515921.9,0.0,,0,0,0.00,216.5,1.7,7,-14,-15,0,0.0,0,10.41,0.55,-0.011,0.978,+0.939,,152,,,,29.92,122.800,GPS,17CL,27.4,158,158,-0.008,-0.01,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,19.2,471,,,040007FF D36 D36,13,,,1200,ALT,68,19,18,0.0,0,0,29.8,12.4,0,4,0.0,-4,20,64,61,62,61,60,60,60,60,0,0,0,FUEL PRESS/OIL PRESS,,60
2020-10-23,16:18:25,23:18:25,-07:00,+37.5103474,-122.4909169,69,3D,515922.9,0.0,,0,0,-0.00,216.5,1.1,10,-14,-15,-0,0.0,0,10.41,0.55,-0.008,0.976,+0.849,,152,,,,29.92,122.800,GPS,17CL,27.4,158,158,-0.007,-0.01,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,19.2,472,,,040007FF D48 D48,11,,,1200,ALT,68,19,18,0.0,0,0,29.8,12.4,0,4,0.0,-4,20,64,61,62,61,60,60,60,60,0,0,0,FUEL PRESS/OIL PRESS,,60
2020-10-23,16:18:26,23:18:26,-07:00,+37.5103536,-122.4909161,69,3D,515923.9,0.0,,0,0,-0.00,216.5,1.1,10,-14,-15,-2,-0.0,0,10.42,0.52,-0.009,0.975,+0.775,,152,,,,29.92,122.800,GPS,17CL,27.4,158,158,-0.007,-0.01,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,19.2,472,,,040007FF D60 D60,8,,,1200,ALT,68,19,18,0.0,0,0,29.8,12.4,0,4,0.0,-4,20,64,61,62,61,60,60,60,60,0,0,0,FUEL PRESS/OIL PRESS,,60
2020-10-23,16:18:27,23:18:27,-07:00,+37.5103556,-122.4909169,69,3D,515924.9,0.0,,0,0,-0.00,216.5,1.1,10,-14,-15,-1,0.0,0,10.36,0.49,-0.008,0.974,+0.723,,152,,,,29.92,122.800,GPS,17CL,27.4,158,158,-0.007,-0.01,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,19.2,472,,,040007FF D67 D67,8,,,1200,ALT,68,19,18,0.0,0,0,29.8,12.4,0,4,0.0,-4,20,64,61,62,61,60,60,60,60,0,0,0,FUEL PRESS/OIL PRESS,,60
