#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2C",product="GDU 460",software_version="8.71",system_id="60002EB05E7DB",unit="PFD1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,
2020-08-23,16:38:20,23:38:20,-07:00,+37.5106993,-122.4921661,316,3D,85118.4,0.7,,0,-0,-0.19,,5.9,4,74,45,1,0.0,-0,,,-0.016,0.978,+0.105,,302,,,,29.89,122.800,GPS,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.4,19.0,561,,,040001F8 A47 A47,10,,,1200,ALT,73,21,20,0.0,0,0,29.8,12.0,0,4,0.0,-21,-17,70,65,67,66,65,65,65,65,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-23,16:38:21,23:38:21,-07:00,+37.5106922,-122.4921340,311,3D,85119.4,0.7,,0,-0,-0.18,,5.9,4,74,45,1,0.0,0,,,-0.010,0.979,+0.173,,302,,,,29.89,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,19.0,561,,,040001F8 A50 A50,13,,,1200,ALT,73,21,20,0.0,0,0,29.8,12.0,0,4,0.0,-21,-17,70,65,67,66,65,65,65,65,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-23,16:38:22,23:38:22,-07:00,+37.5106812,-122.4920883,305,3D,85120.4,0.6,,0,-0,-0.15,,5.9,4,74,45,2,0.0,0,,,-0.012,0.980,+0.133,,302,,,,29.89,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,19.0,560,,,040001F8 A53 A53,9,,,1200,ALT,73,21,20,0.0,0,0,29.8,12.0,0,4,0.0,-21,-17,70,65,67,66,65,65,65,65,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-23,16:38:23,23:38:23,-07:00,+37.5106676,-122.4920431,297,3D,85121.4,0.2,,0,0,-0.11,,5.9,4,74,46,1,0.0,0,,,-0.019,0.973,-0.031,,302,,,,29.89,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,19.0,560,,,040001F8 A56 A56,11,,,1200,ALT,73,21,20,0.0,0,0,29.8,12.0,0,4,0.0,-21,-17,70,65,67,66,65,65,65,65,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-23,16:38:24,23:38:24,-07:00,+37.5106493,-122.4919824,286,3D-,85122.4,0.0,,0,0,-0.09,,5.9,4,74,46,0,0.0,0,,,-0.008,0.974,-0.258,,302,,,,29.89,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,19.0,560,,,040001F8 A58 A58,8,,,1200,ALT,73,21,20,0.0,0,0,29.8,12.0,0,4,0.0,-21,-17,70,65,67,66,65,65,65,65,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-23,16:38:25,23:38:25,-07:00,+37.5106369,-122.4919439,279,3D-,85123.4,0.0,,0,0,-0.07,,5.9,4,74,46,-2,0.0,-0,,,-0.011,0.978,-0.508,,302,,,,29.89,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,19.0,560,,,020001F8 A58 A58,5,,,1200,ALT,73,21,20,0.0,0,0,29.8,12.0,0,4,0.0,-21,-17,70,66,67,66,65,65,65,65,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-23,16:38:26,23:38:26,-07:00,+37.5106248,-122.4919033,271,3D-,85124.4,0.0,,0,0,-0.06,,5.9,4,74,45,-3,0.0,0,,,-0.009,0.973,-0.519,,302,,,,29.89,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,19.0,559,,,020001F8 A58 A58,8,,,1200,ALT,73,21,20,0.0,0,0,29.8,12.0,0,4,0.0,-21,-17,70,66,67,66,65,65,65,65,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-23,16:38:27,23:38:27,-07:00,+37.5106172,-122.4918691,266,3D,85125.4,0.0,,0,0,-0.05,,5.9,4,74,45,1,0.0,0,,,-0.014,0.977,-0.524,,302,,,,29.89,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,19.0,559,,,040001F8 A60 A60,9,,,1200,ALT,73,21,20,0.0,0,0,29.8,12.0,0,4,0.0,-21,-17,70,66,67,66,65,65,65,65,0,0,0,FUEL PRESS/OIL PRESS,
2020-08-23,16:38:28,23:38:28,-07:00,+37.5106090,-122.4918374,261,3D,85126.4,0.0,,0,0,-0.04,,5.9,4,74,46,3,0.0,0,,,-0.015,0.976,-0.473,,302,,,,29.89,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,19.0,559,,,040001F8 A63 A63,9,,,1200,ALT,73,21,20,0.0,0,0,29.8,12.0,0,4,0.0,-21,-17,70,66,67,66,65,65,65,65,0,0,0,FUEL PRESS/OIL PRESS,
