#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="68.4",engine_hours="68.4"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-05-22,13:04:27,20:04:27,-07:00,+37.5115096,-122.4909355,-919,3D,590684.5,0.0,,0,0,0.00,,1.7,4,-144,48,-2,-0.0,-0,,,-0.011,0.978,+1.136,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,16.3,-30,,,081101F8 A80 A80,7,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:27,20:04:27,-07:00,+37.5115543,-122.4909310,-960,3D-,590685.5,0.0,,0,0,0.00,,1.7,4,-144,48,7,-0.0,2,,,-0.011,0.979,+1.252,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,081101F8 A82 A82,6,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:28,20:04:28,-07:00,+37.5115918,-122.4909276,-994,3D-,590686.5,0.0,,0,0,0.00,,1.7,4,-144,48,3,0.0,0,,,-0.011,0.978,+1.259,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,081101F8 A85 A85,8,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:29,20:04:29,-07:00,+37.5116158,-122.4909267,-1013,3D,590687.5,0.0,,0,0,0.00,,1.7,4,-144,48,-0,0.0,0,,,-0.013,0.977,+1.241,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,081101F8 A88 A88,8,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:30,20:04:30,-07:00,,,,,,,,,,,,,,-144,48,-1,-0.0,0,,,-0.017,0.979,+1.349,,317,,,,30.13,127.275,GPS,LOI,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.2,-30,,,020001F8 A88 A88,6,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:31,20:04:31,-07:00,+37.5103771,-122.4909046,64,3D,590689.5,0.0,,0,0,0.10,,1.3,7,-144,48,4,-0.0,0,,,-0.017,0.976,+1.544,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.2,-30,,,040001F8 A89 A89,7,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:32,20:04:32,-07:00,+37.5103809,-122.4909087,68,3D,590690.5,0.0,,0,0,0.05,,1.3,7,-144,48,5,0.0,0,,,-0.013,0.978,+1.642,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.2,-30,,,040001F8 A92 A92,9,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:33,20:04:33,-07:00,+37.5103834,-122.4909121,70,3D,590691.5,0.0,,0,0,0.03,,1.3,7,-144,48,-1,0.0,-0,,,-0.015,0.979,+1.717,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,040001F8 A94 A94,5,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:34,20:04:34,-07:00,+37.5103824,-122.4909120,70,3D,590692.5,0.0,,0,0,0.02,,1.3,7,-144,48,2,-0.0,-0,,,-0.012,0.980,+1.693,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,040001F8 A97 A97,6,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
