#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="76.4",engine_hours="76.4"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-06-19,16:36:31,23:36:31,-07:00,+37.5104160,-122.4909008,59,3D-,603408.6,0.0,,0,0,0.01,,1.4,9,148,-2,-2,0.0,0,,,-0.006,0.979,+3.361,,327,,,,29.76,122.800,GPS,,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,17.8,512,,,081101F8 A82 A82,7,,,1200,ALT,69,15,13,0.0,0,0,29.6,12.1,0,5,0.0,-9,29,66,62,62,62,60,60,60,65,0,0,0,FUEL PRESS/OIL PRESS,,70
2021-06-19,16:36:32,23:36:32,-07:00,+37.5104145,-122.4908974,58,3D,603409.6,0.0,,0,0,0.05,,1.4,9,147,-2,-7,0.0,0,,,-0.008,0.978,+4.051,,327,,,,29.76,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.8,511,,,040001F8 A84 A84,7,,,1200,ALT,69,15,13,0.0,0,0,29.6,12.1,0,5,0.0,-9,29,66,62,62,62,60,60,60,65,0,0,0,FUEL PRESS/OIL PRESS,,70
2021-06-19,16:36:33,23:36:33,-07:00,+37.5104098,-122.4908965,60,3D,603410.6,0.0,,0,0,0.01,,1.8,9,147,-2,0,0.0,-0,,,-0.008,0.982,+4.620,,327,,,,29.76,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.8,509,,,040001F8 A86 A86,7,,,1200,ALT,69,15,13,0.0,0,0,29.6,12.1,0,5,0.0,-9,29,66,62,62,62,60,60,60,65,0,0,0,FUEL PRESS/OIL PRESS,,70
2021-06-19,16:36:34,23:36:34,-07:00,+37.5104040,-122.4908932,62,3D,603411.6,0.0,,0,0,-0.00,,1.4,9,148,-2,4,0.0,-0,,,-0.008,0.977,+5.474,,327,,,,29.76,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.8,509,,,020001F8 A87 A87,14,,,1200,ALT,69,15,13,0.0,0,0,29.6,12.1,0,5,0.0,-9,29,66,62,62,62,60,60,60,65,0,0,0,FUEL PRESS/OIL PRESS,,70
2021-06-19,16:36:35,23:36:35,-07:00,+37.5103987,-122.4908901,64,3D,603412.6,0.0,,0,0,-0.00,,1.4,9,148,-2,2,0.0,0,,,0.001,0.979,+6.912,,327,,,,29.76,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.8,507,,,020001F8 A87 A87,6,,,1200,ALT,69,15,13,0.0,0,0,29.6,12.1,0,5,0.0,-9,29,66,62,62,62,60,60,60,65,0,0,0,FUEL PRESS/OIL PRESS,,70
2021-06-19,16:36:36,23:36:36,-07:00,+37.5103969,-122.4908872,64,3D,603413.6,0.0,,0,0,0.00,,1.4,9,148,-2,2,0.0,-0,,,-0.001,0.975,+7.758,,327,,,,29.76,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.7,506,,,020001F8 A87 A87,12,,,1200,ALT,69,15,13,0.0,0,0,29.6,12.1,0,5,0.0,-9,29,66,62,62,62,60,60,60,65,0,0,0,FUEL PRESS/OIL PRESS,,70
2021-06-19,16:36:37,23:36:37,-07:00,+37.5103978,-122.4908853,63,3D,603414.6,0.0,,0,0,-0.00,,1.4,9,148,-2,6,0.0,-0,,,-0.003,0.977,+7.529,,327,,,,29.76,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.7,504,,,020001F8 A87 A87,11,,,1200,ALT,69,15,13,0.0,0,0,29.6,12.1,0,5,0.0,-9,29,66,62,62,62,60,60,60,65,0,0,0,FUEL PRESS/OIL PRESS,,70
2021-06-19,16:36:38,23:36:38,-07:00,+37.5103989,-122.4908838,62,3D,603415.6,0.0,,0,0,-0.00,,1.4,9,148,-2,0,0.0,0,,,-0.007,0.974,+6.608,,327,,,,29.76,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.7,503,,,020001F8 A87 A87,15,,,1200,ALT,69,15,13,0.0,0,0,29.6,12.2,0,5,0.0,-9,29,66,62,63,62,60,60,60,65,0,0,0,FUEL PRESS/OIL PRESS,,70
2021-06-19,16:36:39,23:36:39,-07:00,+37.5103989,-122.4908825,62,3D,603416.6,0.0,,0,0,-0.00,,1.4,9,147,-2,-8,0.0,0,,,-0.007,0.978,+5.603,,327,,,,29.76,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,17.7,501,,,020001F8 A87 A87,8,,,1200,ALT,69,15,13,0.0,0,0,29.6,12.2,0,5,0.0,-9,29,66,62,63,62,60,60,60,65,0,0,0,FUEL PRESS/OIL PRESS,,70
